#
!	FE	FI
!!!	FE
!?	FE
1930-1940-talen	NCNPN@DS
1930-tal	NCNSN@IS
1930-talet	NCNSN@DS
1930-talets	NCNSG@DS
1931	MC00N0S
1931-56	MC00N0S
1932	MC00N0S
1933	MC00N0S
1933-1938	MC00N0S
1934	MC00N0S
1934-1945	MC00N0S
1935	MC00N0S
1936	MC00N0S
1936-1946	MC00N0S
19368	MC00N0S
1937	MC00N0S
1938	MC00N0S
1939	MC00N0S
193ff	MC00N0S
1940	MC00N0S
1940-	MC0000C
1940-54	MC00N0S
1940-talen	NCNPN@DS
1940-talet	NCNSN@DS
1940-talets	NCNSG@DS
1940:358	MC00N0S
1941	MC00N0S
1942	MC00N0S
1943	MC00N0S
1943-64	MC00N0S
1943:881	MC00N0S
1944	MC00N0S
1945	MC00N0S
1946	MC00N0S
1947	MC00N0S
1947-1948	MC00N0S
1947:576	MC00N0S
1947:577	MC00N0S
1948	MC00N0S
1949	MC00N0S
1950	MC00N0S
1950-	MC0000C
1950-talen	NCNPN@DS
1950-talet	NCNSN@DS
1950-talets	NCNSG@DS
1950:73	MC00N0S
1951	MC00N0S
1952	MC00N0S
1953	MC00N0S
1953-58	MC00N0S
1953-63	MC00N0S
1953:14-17	MC00N0S
1953:272	MC00N0S
1954	MC00N0S
1954-1964	MC00N0S
1955	MC00N0S
1955:55f	MC00N0S
1956	MC00N0S
1957	MC00N0S
1957-58	MC00N0S
1957:262	MC00N0S
1958	MC00N0S
1958-59	MC00N0S
1958-63	MC00N0S
1958:205	MC00N0S
1959	MC00N0S
196	MC00N0S
1960	MC00N0S
1960-	MC0000C
1960-1971	MC00N0S
1960-89	MC00N0S
1960-talen	NCNPN@DS
1960-talet	NCNSN@DS
1960-talets	NCNSG@DS
1960:418	MC00N0S
1961	MC00N0S
1961-1962	MC00N0S
1961:1234	MC00N0S
1961:190	MC00N0S
1961:191	MC00N0S
1961:372	MC00N0S
1961:383-384	MC00N0S
1961:386	MC00N0S
1962	MC00N0S
1962:11-74	MC00N0S
1963	MC00N0S
1964	MC00N0S
1964-83	MC00N0S
1964:143	MC00N0S
1964:32-33	MC00N0S
1965	MC00N0S
1965-1988	MC00N0S
1965-67	MC00N0S
1965-68	MC00N0S
1965-70	MC00N0S
1965-75	MC00N0S
1965:135	MC00N0S
1965:152	MC00N0S
1965:163-177	MC00N0S
1965:601	MC00N0S
1965:71	MC00N0S
1965:94	MC00N0S
1965d:37-38	MC00N0S
1965d:7	MC00N0S
1966	MC00N0S
1966-69	MC00N0S
1966:120	MC00N0S
1966:149	MC00N0S
1966:31	MC00N0S
1966:54f	MC00N0S
1966:755	MC00N0S
1967	MC00N0S
1967:446	MC00N0S
1967:837	MC00N0S
1967:97	MC00N0S
1968	MC00N0S
1968:100	MC00N0S
1968:262	MC00N0S
1968:273	MC00N0S
1968:275	MC00N0S
1968:430	MC00N0S
1968:437	MC00N0S
1969	MC00N0S
1969:11	MC00N0S
1969:55	MC00N0S
197/314	MC00N0S
1970	MC00N0S
1970-	MC0000C
1970-talen	NCNPN@DS
1970-talens	NCNPG@DS
1970-talet	NCNSN@DS
1970-talets	NCNSG@DS
1970:244	MC00N0S
1970:428	MC00N0S
1971	MC00N0S
1971:05	MC00N0S
1971:309	MC00N0S
1971:69	MC00N0S
1972	MC00N0S
1972:8	MC00N0S
1972:833	MC00N0S
1973	MC00N0S
1973-74	MC00N0S
1973-84	MC00N0S
1973:113	MC00N0S
1973:1144	MC00N0S
1973:159	MC00N0S
1973:164	MC00N0S
1973:187	MC00N0S
1973:235	MC00N0S
1973:28	MC00N0S
1973:289	MC00N0S
1973a	MC00N0S
1974	MC00N0S
1974-1980	MC00N0S
1974:1082	MC00N0S
1974:203	MC00N0S
1974:39-40	MC00N0S
1974:438	MC00N0S
1974a:214	MC00N0S
1975	MC00N0S
1975-1980	MC00N0S
1975/76:187	MC00N0S
1975:1418	MC00N0S
1975:18	MC00N0S
1975:23	MC00N0S
1975:52	MC00N0S
1975a:xxxi	MC00N0S
1975c:39	MC00N0S
1976	MC00N0S
1976-1990	MC00N0S
1976-92	MC00N0S
1976/77:25	MC00N0S
1976:119	MC00N0S
1976:270	MC00N0S
1976:379	MC00N0S
1976:43-44	MC00N0S
1976:43-46	MC00N0S
1976:600	MC00N0S
1976:633	MC00N0S
1977	MC00N0S
1977-78	MC00N0S
1977:151	MC00N0S
1977:179	MC00N0S
1977:359-391	MC00N0S
1977:359-91	MC00N0S
1977:48-52	MC00N0S
1977:51	MC00N0S
1977:53f	MC00N0S
1977:57	MC00N0S
1977:98	MC00N0S
1978	MC00N0S
1978-1991	MC00N0S
1978/79:141	MC00N0S
1978:46	MC00N0S
1978:61f	MC00N0S
1979	MC00N0S
1979:108	MC00N0S
1979:1088	MC00N0S
1979:119	MC00N0S
1979:211-213	MC00N0S
1979:22-23	MC00N0S
1979:234	MC00N0S
1979:46	MC00N0S
1979:596	MC00N0S
1979:72-80	MC00N0S
1979:748	MC00N0S
1979:78	MC00N0S
1979:97-100	MC00N0S
197f	MC00N0S
198	MC00N0S
1980	MC00N0S
1980-1982	MC00N0S
1980-87	MC00N0S
1980-tal	NCNSN@IS
1980-talen	NCNPN@DS
1980-talet	NCNSN@DS
1980-talets	NCNSG@DS
1980-talstyp	NCUSN@IS
1980:100	MC00N0S
1980:432	MC00N0S
1980:620	MC00N0S
1981	MC00N0S
1981-82	MC00N0S
1981-84	MC00N0S
1981/82	MC00N0S
1981:1	MC00N0S
1981:1354	MC00N0S
1981:1361	MC00N0S
1981:292	MC00N0S
1981:409	MC00N0S
1981:59	MC00N0S
1982	MC00N0S
1982-1985	MC00N0S
1982-85	MC00N0S
1982/83	MC00N0S
1982/83:85	MC00N0S
1982:1080	MC00N0S
1982:116f	MC00N0S
1982:1177	MC00N0S
1982:213	MC00N0S
1982:314	MC00N0S
1982:44	MC00N0S
1982:49:260	MC00N0S
1982:763	MC00N0S
1983	MC00N0S
1983-	MC0000C
1983-1984	MC00N0S
1983-1988	MC00N0S
1983-1989	MC00N0S
1983-89	MC00N0S
1983/84:137	MC00N0S
1983/84:29	MC00N0S
1983:104-108	MC00N0S
1983:122	MC00N0S
1983:128-131	MC00N0S
1983:134-135	MC00N0S
1983:345-364	MC00N0S
1983:43-44	MC00N0S
1983:44-45	MC00N0S
1983:61	MC00N0S
1983:616	MC00N0S
1983:70-72	MC00N0S
1983:70-76	MC00N0S
1983:72-76	MC00N0S
1983:81-85	MC00N0S
1983a	MC00N0S
1983b	MC00N0S
1983b:8-11	MC00N0S
1984	MC00N0S
1984-1988	MC00N0S
1984/85	MC00N0S
1984:12	MC00N0S
1984:13	MC00N0S
1984:15	MC00N0S
1984:151	MC00N0S
1984:16	MC00N0S
1984:3	MC00N0S
1984:35-50	MC00N0S
1984:5	MC00N0S
1984:60-73	MC00N0S
1984a	MC00N0S
1984a:41	MC00N0S
1984b	MC00N0S
1984c	MC00N0S
1985	MC00N0S
1985-1987	MC00N0S
1985-87	MC00N0S
1985/86:121	MC00N0S
1985/86:47	MC00N0S
1985:05	MC00N0S
1985:1	MC00N0S
1985:10	MC00N0S
1985:127	MC00N0S
1985:143ff	MC00N0S
1985:21	MC00N0S
1985:296	MC00N0S
1985:41	MC00N0S
1985:571	MC00N0S
1985:619	MC00N0S
1985:7	MC00N0S
1985:764	MC00N0S
1985:93	MC00N0S
1985a:104	MC00N0S
1986	MC00N0S
1986-1988	MC00N0S
1986/87:99	MC00N0S
1986:1	MC00N0S
1986:1102	MC00N0S
1986:12	MC00N0S
1986:120	MC00N0S
1986:1209	MC00N0S
1986:121	MC00N0S
1986:223	MC00N0S
1986:233	MC00N0S
1986:244	MC00N0S
1986:294	MC00N0S
1986:3	MC00N0S
1986:356-357	MC00N0S
1986:436	MC00N0S
1986:481-484	MC00N0S
1986:616	MC00N0S
1986:80	MC00N0S
1986a	MC00N0S
1986b	MC00N0S
1987	MC00N0S
1987/88	MC00N0S
1987/88:118	MC00N0S
1987:06	MC00N0S
1987:10	MC00N0S
1987:1065	MC00N0S
1987:1068	MC00N0S
1987:11	MC00N0S
1987:1100	MC00N0S
1987:1101	MC00N0S
1987:155	MC00N0S
1987:24	MC00N0S
1987:439	MC00N0S
1987:45	MC00N0S
1987:492	MC00N0S
1987:628	MC00N0S
1987:778	MC00N0S
1987:822	MC00N0S
1987:87	MC00N0S
1988	MC00N0S
1988-10-14	MC00N0S
1988-90	MC00N0S
1988/89	MC00N0S
1988/89:100	MC00N0S
1988/89:154	MC00N0S
1988/89:17	MC00N0S
1988/89:4	MC00N0S
1988/89:47	MC00N0S
1988/89:78	MC00N0S
1988:07	MC00N0S
1988:128	MC00N0S
1988:13	MC00N0S
1988:15	MC00N0S
1988:153	MC00N0S
1988:1605	MC00N0S
1988:2	MC00N0S
1988:22	MC00N0S
1988:303	MC00N0S
1988:305	MC00N0S
1988:327	MC00N0S
1988:348	MC00N0S
1988:37	MC00N0S
1988:43	MC00N0S
1988:764	MC00N0S
1988:846	MC00N0S
1988:854	MC00N0S
1988:856	MC00N0S
1988:862	MC00N0S
1988a	MC00N0S
1988b	MC00N0S
1988c	MC00N0S
1989	MC00N0S
1989-1990	MC00N0S
1989-90	MC00N0S
1989/1990	MC00N0S
1989/90	MC00N0S
1989/90:100	MC00N0S
1989/90:111	MC00N0S
1989/90:154	MC00N0S
1989/90:41	MC00N0S
1989/90:62	MC00N0S
1989/90:73	MC00N0S
1989/90:99	MC00N0S
1989:02	MC00N0S
1989:04	MC00N0S
1989:1027	MC00N0S
1989:1028	MC00N0S
1989:1030	MC00N0S
1989:107-111	MC00N0S
1989:128	MC00N0S
1989:21	MC00N0S
1989:246	MC00N0S
1989:248	MC00N0S
1989:31	MC00N0S
1989:35	MC00N0S
1989:352	MC00N0S
1989:484	MC00N0S
1989:529	MC00N0S
1989:53	MC00N0S
1989:58-62	MC00N0S
1989:602	MC00N0S
1989:63	MC00N0S
1989:69	MC00N0S
1989:73	MC00N0S
1989:827	MC00N0S
1989:935	MC00N0S
1989:978	MC00N0S
1989:99-101	MC00N0S
199	MC00N0S
1990	MC00N0S
1990-01-18	MC00N0S
1990-01-25	MC00N0S
1990-02-01	MC00N0S
1990-02-08	MC00N0S
1990-02-15	MC00N0S
1990-03-01	MC00N0S
1990-03-28	MC00N0S
1990-04-01	MC00N0S
1990-04-02	MC00N0S
1990-04-12	MC00N0S
1990-91	MC00N0S
1990-TALET	NCNSN@DS
1990-talet	NCNSN@DS
1990-talets	NCNSG@DS
1990/91	MC00N0S
1990/91-1992/93	MC00N0S
1990/91:72	MC00N0S
199000	MC00N0S
1990:1	MC00N0S
1990:10	MC00N0S
1990:113	MC00N0S
1990:119	MC00N0S
1990:12	MC00N0S
1990:122	MC00N0S
1990:124	MC00N0S
1990:130	MC00N0S
1990:137	MC00N0S
1990:1410	MC00N0S
1990:151	MC00N0S
1990:18	MC00N0S
1990:2	MC00N0S
1990:226	MC00N0S
1990:24	MC00N0S
1990:3	MC00N0S
1990:325	MC00N0S
1990:4	MC00N0S
1990:45	MC00N0S
1990:5	MC00N0S
1990:52	MC00N0S
1990:56	MC00N0S
1990:6	MC00N0S
1990:601	MC00N0S
1990:643	MC00N0S
1990:7	MC00N0S
1990:787	MC00N0S
1990:8	MC00N0S
1990:9	MC00N0S
1990:932	MC00N0S
1990a	MC00N0S
1990b	MC00N0S
1991	MC00N0S
1991-1993	MC00N0S
1991-92	MC00N0S
1991/1992	MC00N0S
1991/92	MC00N0S
1991:1	MC00N0S
1991:106	MC00N0S
1991:119	MC00N0S
1991:240-301	MC00N0S
1991:72	MC00N0S
1991b	MC00N0S
1992	MC00N0S
1992-1993	MC00N0S
1992-1994	MC00N0S
1992/1993	MC00N0S
1992/93	MC00N0S
1992:07	MC00N0S
1992:446	MC00N0S
1992:47	MC00N0S
1992:65	MC00N0S
1992a	MC00N0S
1993	MC00N0S
1993-1997	MC00N0S
1993-31	MC00N0S
1993/94	MC00N0S
1994	MC00N0S
1994-1995	MC00N0S
1994-96	MC00N0S
1995	MC00N0S
1995-96	MC00N0S
1996	MC00N0S
1997	MC00N0S
19:26	MC00N0S
19:26-27	MC00N0S
19:X	MC00N0S
1:1	MC00N0S
1:10	MC00N0S
1:10000/1:20000	MC00N0S
1:18	MC00N0S
1:2	MC00N0S
1:21	MC00N0S
1:23	MC00N0S
1:3	MC00N0S
1:31	MC00N0S
1:32	MC00N0S
1:33	MC00N0S
1:35	MC00N0S
1:4	MC00N0S
1:43	MC00N0S
1:50000	MC00N0S
1:663ff	MC00N0S
1:78	MC00N0S
1:a	MO00N0S
1:e	MO00N0S
1A	MC00N0S
1_000	MC00N0S
1_0_1_0_0	MC00N0S
1_1	MC00N0S
1_1/2	MC00N0S
1_1_0_0_0_0_1_0_0	MC00N0S
1_200	MC00N0S
1a	MC00N0S
1a-b	MC00N0S
1s	MC00G0S
2	MC00N0S	MO00N0S
2,0	MC00N0S
2,1	MC00N0S
2,2	MC00N0S
2,28	MC00N0S
2,3	MC00N0S
2,4	MC00N0S
2,5	MC00N0S
2,5-3	MC00N0S
2,5-4,5	MC00N0S
2,50	MC00N0S
2,6	MC00N0S
2,7	MC00N0S
2,8	MC00N0S
2,9	MC00N0S
2,95	MC00N0S
2-0	MC00N0S
2-1	MC00N0S
2-1-seger	NCUSN@IS
2-2	MC00N0S
2-3	MC00N0S
2-4	MC00N0S
2-5	MC00N0S
2-6	MC00N0S
2-form	NCUSN@IS
2-litersekipage	NCNSN@IS
2-nivåers	NCUPG@IS
2-åringar	NCUPN@IS
2-års-åldern	NCUSN@DS
2.	MC00N0S
2.0	MC00N0S
2.000	MC00N0S
2.03,81	MC00N0S
2.08.27	MC00N0S
2.09.16	MC00N0S
2.1	MC00N0S
2.1.	MC00N0S
2.1.1	MC00N0S
2.1.2	MC00N0S
2.1.3	MC00N0S
2.1.4	MC00N0S
2.10	MC00N0S
2.11	MC00N0S
2.12	MC00N0S
2.13	MC00N0S
2.14	MC00N0S
2.15	MC00N0S
2.16	MC00N0S
2.17	MC00N0S
2.18	MC00N0S
2.19	MC00N0S
2.2	MC00N0S
2.2.	MC00N0S
2.2.1.	MC00N0S
2.2.2	MC00N0S
2.2.2.	MC00N0S
2.2.2.2	MC00N0S
2.2.3.	MC00N0S
2.2.4.	MC00N0S
2.2.5.	MC00N0S
2.20	MC00N0S
2.3	MC00N0S
2.3.3	MC00N0S
2.4	MC00N0S
2.5	MC00N0S
2.6	MC00N0S
2.7	MC00N0S
2.74	MC00N0S
2.8	MC00N0S
2.9	MC00N0S
2/2	MC00N0S
2/3	MC00N0S
2/93	MC00N0S
20	MC00N0S	MO00N0S
20,0	MC00N0S
20,8	MC00N0S
20-	MC0000C
20-100	MC00N0S
20-24	MC00N0S
20-25	MC00N0S
20-30	MC00N0S
20-30-talen	NCNPN@DS
20-40	MC00N0S
20-45	MC00N0S
20-50	MC00N0S
20-80	MC00N0S
20-området	NCNSN@DS
20-poängskurs	NCUSN@IS
20-procentig	AQPUSNIS
20-procentiga	AQP0SNDS
20-sidig	AQPUSNIS
20-tal	NCNSN@IS
20-talen	NCNPN@DS
20-talet	NCNSN@DS
20-talets	NCNSG@DS
20-årig	AQPUSNIS
20-årige	AQPMSNDS
20-årigt	AQPNSNIS
20-åringen	NCUSN@DS
20-åringens	NCUSG@DS
20-års	NCNPG@IS
20-årsjubileum	NCNSN@IS
20-årsåldern	NCUSN@DS
20.00	MC00N0S
20.04	MC00N0S
20.05	MC00N0S
200	MC00N0S
200-225	MC00N0S
200-400	MC00N0S
200-liters	NCUSG@IS
200-talen	NCNPN@DS
200-talet	NCNSN@DS
2000	MC00N0S
2000-	MC0000C
2000-3000	MC00N0S
2000-talet	NCNSN@DS
20000	MC00N0S
200000	MC00N0S
2004	MC00N0S
2005	MC00N0S
2007	MC00N0S
2008	MC00N0S
2010	MC00N0S
202	MC00N0S
2038	MC00N0S
204	MC00N0S
205	MC00N0S
2050	MC00N0S
206	MC00N0S
2060	MC00N0S
207000	MC00N0S
2090	MC00N0S
20V	NP00N@0S
21	MC00N0S	MO00N0S
21,5	MC00N0S
21,8	MC00N0S
21-22	MC00N0S
21-tiden	NCUSN@DS
21-åringen	NCUSN@DS
21.02	MC00N0S
21.04	MC00N0S
21.05	MC00N0S
21.06	MC00N0S
21/1_1900	MC00N0S
210	MC00N0S
21000	MC00N0S
2107/2386	MC00N0S
2107/2737	MC00N0S
211148	MC00N0S
2116	MC00N0S
212	MC00N0S
2120	MC00N0S
213	MC00N0S
214	MC00N0S
215	MC00N0S
216	MC00N0S
2168	MC00N0S
217	MC00N0S
219	MC00N0S
2195	MC00N0S
22	MC00N0S
22,38	MC00N0S
22,4	MC00N0S
22,5	MC00N0S
22,9	MC00N0S
22-23	MC00N0S
22-25	MC00N0S
22-26	MC00N0S
22-årig	AQPUSNIS
22-årige	AQPMSNDS
22-åringen	NCUSN@DS
220	MC00N0S
221	MC00N0S
221000	MC00N0S
2222	MC00N0S
223	MC00N0S
224	MC00N0S
224/2386	MC00N0S
224/252	MC00N0S
225	MC00N0S
225-400	MC00N0S
226	MC00N0S
227	MC00N0S
2277	MC00N0S
229-231	MC00N0S
22:10	MC00N0S
22:XII	MC00N0S
22:a	MO00N0S
23	MC00N0S
23,2	MC00N0S
23,6	MC00N0S
23-24	MC00N0S
23-25	MC00N0S
23-27	MC00N0S
23.02	MC00N0S
23.03	MC00N0S
23.04	MC00N0S
23.05	MC00N0S
23/12_1899	MC00N0S
23/252	MC00N0S
23/7	MC00N0S
230	MC00N0S
2300	MC00N0S
231	MC00N0S
2329	MC00N0S
23365896	MC00N0S
234	MC00N0S
234-235	MC00N0S
2349/84	MC00N0S
235	MC00N0S
235000	MC00N0S
237	MC00N0S
238	MC00N0S
2380	MC00N0S
2386+263	MC00N0S
2398	MC00N0S
23:an	MC00N0S
23:e	MO00N0S
24	MC00N0S
24,2	MC00N0S
24,4	MC00N0S
24,6	MC00N0S
24-årig	AQPUSNIS
24.00	MC00N0S
24/3	MC00N0S
24/84	MC00N0S
240	MC00N0S
240-270	MC00N0S
2400	MC00N0S
24000	MC00N0S
241	MC00N0S
242	MC00N0S
2424	MC00N0S
243	MC00N0S
245	MC00N0S
245000	MC00N0S
247	MC00N0S
2475	MC00N0S
248	MC00N0S
2483	MC00N0S
249	MC00N0S
24V	NP00N@0S
25	MC00N0S
25,3	MC00N0S
25-30	MC00N0S
25-30-åringar	NCUPN@IS
25-35	MC00N0S
25-50	MC00N0S
25-tal	NCNSN@IS
25-talet	NCNSN@DS
25-årig	AQPUSNIS
25-åring	NCUSN@IS
25-åringar	NCUPN@IS
25.43	MC00N0S
250	MC00N0S
250-275	MC00N0S
2500	MC00N0S
25000	MC00N0S
252	MC00N0S
254	MC00N0S
2544	MC00N0S
255	MC00N0S
256	MC00N0S
257	MC00N0S
257000	MC00N0S
259	MC00N0S
2594	MC00N0S
25:e	MO00N0S
26	MC00N0S
26,2	MC00N0S
26,28	MC00N0S
26,3	MC00N0S
26-28	MC00N0S
26-årig	AQPUSNIS
26-årige	AQPMSNDS
26/7	MC00N0S
260	MC00N0S
260000	MC00N0S
261	MC00N0S
262-263	MC00N0S
26302	MC00N0S
264	MC00N0S
265	MC00N0S
265-266	MC00N0S
266	MC00N0S
266-267	MC00N0S
26649	MC00N0S
267	MC00N0S
268	MC00N0S
268-269	MC00N0S
269	MC00N0S
26:e	MO00N0S
27	MC00N0S
27,5	MC00N0S
27-28	MC00N0S
27-29	MC00N0S
27-30	MC00N0S
27-åringen	NCUSN@DS
27.45	MC00N0S
27/28	MC00N0S
27/7	MC00N0S
27/9_1900	MC00N0S
270	MC00N0S
27000	MC00N0S
271	MC00N0S
2710	MC00N0S
2713	MC00N0S
272	MC00N0S
273	MC00N0S
274	MC00N0S
275	MC00N0S
2756	MC00N0S
276	MC00N0S
277,8	MC00N0S
277-278	MC00N0S
278	MC00N0S
279	MC00N0S
2797	MC00N0S
28	MC00N0S	MO00N0S
28-34	MC00N0S
28-årig	AQPUSNIS
28-åriga	AQP0SNDS
28-åringen	NCUSN@DS
28/10_1899	MC00N0S
28/2	MC00N0S
280	MC00N0S
280-281	MC00N0S
2800	MC00N0S
2810	MC00N0S
282	MC00N0S
284	MC00N0S
28570	MC00N0S
286	MC00N0S
288	MC00N0S
2880	MC00N0S
289	MC00N0S
28:3-fängelse	NCNSN@IS
28cm-kanon	NCUSN@IS
29	MC00N0S
29,5	MC00N0S
29-åring	NCUSN@IS
29/46	MC00N0S
290	MC00N0S
290-fräsen	NCUSN@DS
2900	MC00N0S
291	MC00N0S
292	MC00N0S
293	MC00N0S
294	MC00N0S
295	MC00N0S
296	MC00N0S
2:1	MC00N0S
2:103	MC00N0S
2:14	MC00N0S
2:15	MC00N0S
2:2	MC00N0S
2:21	MC00N0S
2:4	MC00N0S
2:50	MC00N0S
2:6-11	MC00N0S
2:7	MC00N0S
2:72f	MC00N0S
2:9	MC00N0S
2:s	MC00G0S
2_1/2	MC00N0S
2_494	MC00N0S
2a	MC00N0S
2a-b	MC00N0S
2a-e	MC00N0S
2b	MC00N0S
2c	MC00N0S
2da	MO00N0S
2dra	MO00N0S
2x	MC00N0S
3	MC00N0S	MO00N0S
3,0	MC00N0S
3,1	MC00N0S
3,2	MC00N0S
3,3	MC00N0S
3,4	MC00N0S
3,4-3,8	MC00N0S
3,5	MC00N0S
3,5-4	MC00N0S
3,5-7	MC00N0S
3,6	MC00N0S
3,68	MC00N0S
3,7	MC00N0S
3,8	MC00N0S
3-0	MC00N0S
3-1	MC00N0S
3-10	MC00N0S
3-2	MC00N0S
3-4	MC00N0S
3-5	MC00N0S
3-6	MC00N0S
3-faktorförsök	NCNPN@IS
3.	MC00N0S	MO00N0S
3.0	MC00N0S
3.1	MC00N0S
3.1.	MC00N0S
3.1.1	MC00N0S
3.1.2	MC00N0S
3.1.3	MC00N0S
3.1.4	MC00N0S
3.1.4.1	MC00N0S
3.1.4.2	MC00N0S
3.2	MC00N0S
3.2.	MC00N0S
3.2.1	MC00N0S
3.2.2	MC00N0S
3.2.3	MC00N0S
3.3	MC00N0S
3.3.	MC00N0S
3.3.1	MC00N0S
3.3.2	MC00N0S
3.3.3	MC00N0S
3.3.4	MC00N0S
3.3.5	MC00N0S
3.3.6	MC00N0S
3.3.7	MC00N0S
3.32	MC00N0S
3.32a	MC00N0S
3.32b	MC00N0S
3.32c	MC00N0S
3.33	MC00N0S
3.34	MC00N0S
3.35	MC00N0S
3.36	MC00N0S
3.37	MC00N0S
3.38	MC00N0S
3.39	MC00N0S
3.4	MC00N0S
3.4.	MC00N0S
3.40	MC00N0S
3.41	MC00N0S
3.42	MC00N0S
3.43	MC00N0S
3.44	MC00N0S
3.45	MC00N0S
3.46	MC00N0S
3.47	MC00N0S
3.48	MC00N0S
3.48b	MC00N0S
3.49	MC00N0S
3.5	MC00N0S
3.50	MC00N0S
3.51	MC00N0S
3.51a	MC00N0S
3.51b	MC00N0S
3.6	MC00N0S
3.7	MC00N0S
3.8	MC00N0S
3/1_1900	MC00N0S
3/4	MC00N0S
3/55	MC00N0S
3/60	MC00N0S
30	MC00N0S
30-100	MC00N0S
30-3	MC00N0S
30-31	MC00N0S
30-35	MC00N0S
30-40	MC00N0S
30-50	MC00N0S
30-60	MC00N0S
30-minutersfilm	NCUSN@IS
30-tal	NCNSN@IS
30-talens	NCNPG@DS
30-talet	NCNSN@DS
30-talets	NCNSG@DS
30-årig	AQPUSNIS
30-åriga	AQP0SNDS
30-årige	AQPMSNDS
30-åringen	NCUSN@DS
30-årsjubileum	NCNSN@IS
30-årsåldern	NCUSN@DS
30.02	MC00N0S
300	MC00N0S
300-350	MC00N0S
300-400	MC00N0S
300-talet	NCNSN@DS
3000	MC00N0S
30000	MC00N0S
300000	MC00N0S
300E-24	NP00N@0S
301	MC00N0S
301-302	MC00N0S
306	MC00N0S
307	MC00N0S
3075	MC00N0S
30:e	MO00N0S
30_1/2	MC00N0S
30f	MC00N0S
31	MC00N0S	MO00N0S
31.	MO00N0S
310	MC00N0S
312	MC00N0S
313	MC00N0S
3138	MC00N0S
3151	MC00N0S
3176	MC00N0S
3176+263	MC00N0S
318is	MC00N0S	NP00N@0S
31a	MO00N0S
31f	MC00N0S
32	MC00N0S
32,2	MC00N0S
32,7	MC00N0S
32-38	MC00N0S
32-bitars	NCUPG@IS
32.1	MC00N0S
32/92	MC00N0S
320	MC00N0S
32000	MC00N0S
323	MC00N0S
325	MC00N0S
327	MC00N0S
3288	MC00N0S
329	MC00N0S
32:s	MC00G0S
33	MC00N0S
33,2	MC00N0S
33,5	MC00N0S
33,6	MC00N0S
33-34	MC00N0S
33-årig	AQPUSNIS
33000	MC00N0S
331f	MC00N0S
332	MC00N0S
3329	MC00N0S
3341	MC00N0S
335	MC00N0S
337-355	MC00N0S
33_16V	MC00N0S
34	MC00N0S
34,5	MC00N0S
34-35	MC00N0S
34-36	MC00N0S
34-50	MC00N0S
340	MC00N0S
3400	MC00N0S
34000	MC00N0S
341	MC00N0S
35	MC00N0S
35,8	MC00N0S
35-40	MC00N0S
35-85	MC00N0S
35-åriga	AQP0SNDS
35-årige	AQPMSNDS
35-årsåldern	NCUSN@DS
35.4	MC00N0S
35/37	MC00N0S
350	MC00N0S
3500	MC00N0S
35000	MC00N0S
353	MC00N0S
355/394	MC00N0S
35:4-6	MC00N0S
36	MC00N0S
36-årig	AQPUSNIS
36-årige	AQPMSNDS
360	MC00N0S
36000	MC00N0S
360000	MC00N0S
362	MC00N0S
365000	MC00N0S
3670	MC00N0S
368000	MC00N0S
37	MC00N0S
37,1	MC00N0S
37,8	MC00N0S
37-årig	AQPUSNIS
37-åringen	NCUSN@DS
370	MC00N0S
3700	MC00N0S
370000	MC00N0S
3708	MC00N0S
372-377	MC00N0S
372000	MC00N0S
375	MC00N0S
3751	MC00N0S
37_449	MC00N0S
38	MC00N0S
38,5	MC00N0S
38,8	MC00N0S
380	MC00N0S
38863	MC00N0S
3891	MC00N0S
39	MC00N0S
39-42	MC00N0S
39-åringen	NCUSN@DS
390	MC00N0S
3900	MC00N0S
391	MC00N0S
394,6	MC00N0S
397	MC00N0S
3978	MC00N0S
3:14-17	MC00N0S
3:293	MC00N0S
3:294	MC00N0S
3:295	MC00N0S
3:296	MC00N0S
3:297	MC00N0S
3:3	MC00N0S
3:38	MC00N0S
3:5	MC00N0S
3:6	MC00N0S
3:61	MC00N0S
3:7	MC00N0S
3_000	MC00N0S
3_021	MC00N0S
3_1/2	MC00N0S
3_200	MC00N0S
3a	MC00N0S
3a-b	MC00N0S
3a-d	MC00N0S
3a-g	MC00N0S
3d	MC00N0S
3die	MO00N0S
3e	MC00N0S
3x	MC00N0S
4	MC00N0S	MO00N0S
4,0	MC00N0S
4,1	MC00N0S
4,2	MC00N0S
4,4	MC00N0S
4,5	MC00N0S
4,5-5	MC00N0S
4,7	MC00N0S
4,8	MC00N0S
4,91	MC00N0S
4,99	MC00N0S
4-	MC0000C
4-0	MC00N0S
4-1	MC00N0S
4-16	MC00N0S
4-2-förlust	NCUSN@IS
4-5	MC00N0S
4-6	MC00N0S
4-7	MC00N0S
4-9	MC00N0S
4-an	NCUSN@DS
4-dagarsvecka	NCUSN@IS
4-dagarsveckan	NCUSN@DS
4-trafiken	NCUSN@DS
4-åriga	AQP0PN0S
4.	MC00N0S
4.1	MC00N0S
4.1.1	MC00N0S
4.1.1.	MC00N0S
4.1.1.1	MC00N0S
4.1.2.	MC00N0S
4.10	MC00N0S
4.10-tiden	NCUSN@DS
4.11	MC00N0S
4.12	MC00N0S
4.13	MC00N0S
4.13,84	MC00N0S
4.14	MC00N0S
4.2	MC00N0S
4.2.	MC00N0S
4.2.1	MC00N0S
4.2.2	MC00N0S
